State,All or Most Abortions Banned,Other Abortion Policies,Restricts Access to Gender-Affirming Care,Limits Minors&#039; Access to Reproductive Health Care,Postviability Abortion Restricted,Abortion Banned after 12 weeks LMP,Repeals Abortion Restrictions,Strengthens Abortion Protections in State Constitution,Abortion Due to Genetic Anomaly Banned,Bans Abortion by Establishing Fetal Personhood,Criminalizes Abortion for Women or Providers,Targeted Regulation of Abortion Providers,Crisis Pregnancy Center Regulation,Crisis Pregnancy Center Funding,Allows Refusal by Medical Providers,Fetal Tissue Donation and Research Restricted,Abortion Coverage Restricted in Private Health Plans,Requires Parental Consent for Abortion,Expands Abortion Coverage in Private Plans,Protects Access to Legal Abortion,Requires Abortion Reporting,Expands Access to Telehealth,Contraception Defined in State Law,Restricts Access to Emergency Contraception,Contraceptive Coverage Protected,Other Family Planning Policies,Establishes Legal Right to Contraception,Restricts Gender Expression,Restricts Insurance Coverage Gender-Affirming Care,Insurance Coverage of Infertility and Prenatal Care,Health Services to Prevent Maternal Mortality,Maternal Mortality Review Commissions,Other Maternal Health Policies,Pregnancy and Incarceration,Fetal Assault and Homicide,Infant Abandonment,Protects Minors&#039; Ability to Access Reproductive Health Care,Other Youth Policies,Sex Education Requirements,Education on Dating, Domestic or Sexual Violence,Sex Education,Prohibits Telemedicine for Medication Abortion,Expands Access to Abortion Training and Provision,Abortion Coverage Restricted in Medicaid,Bans the Use of Medication Abortion,Substance Use and Pregnancy,Admitting Privileges Required for Abortion Providers,Restricts Access to Medication Abortion,Only Physicians May Provide Abortions,Restricts Support for Abortion,Other Abortion Restrictions,Restricts Travel for Abortion,Prohibiting an Adult from Helping a Minor Access Abortion,Abortion for Race Selection Banned,Abortion for Sex Selection Banned,Counseling Includes Inaccurate Information on Mental Health Outcomes,General Counseling Requirements,Waiting Period Requirements,Requirements for Infant Born Alive,Emergency Contraceptive Access in Emergency Rooms,Funds for Family Planning Services,Maternal Mortality,Parental Leave,Fetal Diagnoses,Expands Access to Period Products,Expands Access to Medication Abortion,Protects Abortion Clinics from Violence,State Support of Abortion Access,Expands Access to Emergency Contraception,Allows Pharmacy to Dispense Contraceptives Without Prescription,Protects Access to Gender-Affirming Care,Counseling on the Potential to Reverse a Medication Abortion,Coverage for HPV Tests and Vaccine,Repeals Refusal Clause,Prohibits Use of Conversion Therapy with Minors,Requires Providers to Post a Sign about Coerced Abortion,HIV/STI Education,Allows Pharmacy to Dispense PreP Without Prescription,Coverage for PrEP and Related Services,Provides Patient Protections When Providers Refuse,Amending the Court Process to Waive Parental Involvement,Abortion Reporting Specific to Minors,Protects Women Who Self-Induce an Abortion,Expands Abortion Coverage in Medicaid,Ultrasound Must Be Performed,Allows Access to 12 Month Supply of Prescription Contraceptive,Counseling Includes Inaccurate Information on Risks,Counseling on Perinatal Hospice for Severe Fetal Anomaly,Weakens Abortion Protections in State Constitution,Expands Medicaid Eligibility for Family Planning Services,Abortion Method Banned,Regulates Clinic Access,Requires Parental Notice for Abortion,Requires Abortion Complication Reporting,Stillbirth Certificates,Other Fetal Tissue Policies,Limits Abortion Training Opportunities,Regulating Pregnancy,Provider May Omit Medical Information That Could Lead to Abortion,Fetal Tissue Donation and Research Permitted,Prohibits Interference in Medical Care and Decision-making,Ultrasound Must Be Offered,Confidential Medical Care in Insurance,Counseling Includes Misleading Information on Fetal Pain,Allows Advanced Practice Clinicians to Provide Contraceptive Services,Partial-Birth&#039; Abortion Banned,Two Trips Required for Abortion,State Facilities and Employees Barred from Providing Abortion,Counseling Includes Inaccurate Information on Breast Cancer,Expands Insurance Coverage of Gender-Affirming Care,Requires Use of Outdated FDA Label Protocol,Fetal Heartbeat Testing Required,Repeals Restrictions on Contraceptives,Provides Notification of Coverage,Expedited Partner Treatment for STIs,Coverage for STI Testing and Treatment,Restricts Insurance Coverage of Gender-Affirming Care,Requires Reproductive Health Clinics to Report Statutory Rape
Arkansas,3,0,2,0,0,0,2,1,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,1,4,0,2,4,1,2,0,2,4,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utah,1,2,3,0,0,3,7,0,0,0,0,2,0,4,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,5,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,4,0,2,1,0,0,1,4,0,0,0,0,0,2,12,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,0,0,2,2,2,1,23,2,0,0,0,6,0,0,12,0,0,0,2,2,1,1,0,0,3,2,1,0,2,4,2,1,2,0,0,2,0,0,10,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,2,0,2,0,1,0,0,0,1,2,0,0,0,5,0,0,0,2,0,0,0,0,1,0,0,3,0,0,3,0,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tennessee,5,2,5,2,0,0,63,0,0,0,0,0,0,11,0,0,0,0,4,7,1,0,2,0,2,2,2,2,1,0,14,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,3,13,0,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,8,0,7,2,1,0,0,3,0,4,0,0,0,8,7,0,0,0,0,0,0,2,0,0,0,1,0,3,1,0,10,0,0,0,0,4,0,0,10,0,1,0,0,0,4,1,1,1,0,2,7,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,7,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michigan,4,13,3,1,8,0,29,2,4,0,0,0,1,8,0,0,0,0,0,4,0,2,0,0,0,5,2,0,0,0,18,0,2,7,0,3,1,8,0,0,0,0,0,0,2,4,0,0,2,0,20,0,0,0,2,0,0,0,3,0,3,2,2,1,0,0,0,4,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,0,9,0,0,1,6,8,0,0,0,0,1,7,0,0,4,2,0,10,20,2,14,0,0,3,3,0,0,0,16,40,0,2,16,1,4,3,5,0,0,0,0,2,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,8,0,3,5,2,4,19,2,1,10,2,7,2,0,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0,1,0,0,0,3,0,0,0,0,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,3,3,13,0,3,0,20,2,0,2,0,0,1,7,2,1,1,0,0,3,0,4,2,0,0,1,0,0,5,5,20,10,1,1,0,0,1,0,2,0,0,1,0,5,1,0,0,2,0,5,5,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Illinois,0,3,0,0,2,0,9,0,0,1,0,14,4,0,6,6,7,0,12,8,3,1,0,0,4,4,0,0,0,6,17,0,0,0,1,1,1,2,4,0,0,0,6,5,0,6,0,0,4,2,8,0,0,0,5,0,4,2,11,0,4,6,1,0,3,0,2,4,5,0,1,0,0,0,0,2,2,0,0,0,4,1,0,4,2,0,0,0,0,1,0,1,9,3,2,0,1,0,0,0,0,7,0,2,0,7,2,0,0,0,0,0,0,0,0,0,0,0
Hawaii,0,0,1,0,0,3,7,8,0,0,0,1,0,0,0,0,0,0,9,8,3,2,0,0,4,1,0,0,0,6,0,0,0,1,0,0,3,0,3,0,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,8,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Massachusetts,0,1,0,0,0,4,5,0,6,2,0,0,7,0,0,0,0,0,0,11,0,5,0,0,1,1,0,0,0,5,18,3,0,10,2,0,7,4,10,0,3,0,2,0,0,6,0,0,0,0,4,0,0,0,0,0,0,2,2,0,12,0,2,0,4,6,0,16,2,4,9,2,0,0,0,0,0,4,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,1,0,8,1,1,1,3,0,0,1,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1,1,0,8,3,0,0,1,2,0,4,9,0,0,0,0,2,1,1,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Oklahoma,6,0,11,1,0,0,4,2,0,1,5,0,0,9,9,2,0,0,0,0,2,0,3,0,0,0,0,0,4,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,6,4,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,7,0,7,0,0,0,8,0,0,1,1,0,0,39,0,2,0,0,4,0,6,7,4,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,1,0,0,4,0,0,2,0,0,4,4,1,11,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wisconsin,4,8,7,0,0,3,24,2,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,1,1,2,0,0,2,3,0,3,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0
Minnesota,0,0,3,0,0,4,44,0,0,0,0,4,2,3,0,0,0,4,5,9,0,5,0,0,16,2,0,0,0,6,13,2,5,0,1,0,0,3,3,0,0,0,0,8,0,4,0,0,0,0,5,0,0,0,0,0,0,0,6,1,12,0,0,0,3,4,0,6,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0
Texas,6,2,18,2,0,0,8,4,0,0,2,2,2,12,10,0,0,1,4,0,0,5,0,1,9,2,1,1,6,8,29,15,2,0,0,5,10,3,5,0,0,1,0,0,4,3,0,3,0,10,4,0,0,0,0,0,2,0,0,0,4,3,0,2,2,4,0,0,3,1,1,2,0,0,2,0,3,0,0,1,0,0,2,2,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0
Mississippi,0,1,11,3,0,0,11,1,0,0,1,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,2,5,1,10,0,0,0,0,6,2,0,10,0,0,0,0,0,0,2,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,2,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Arizona,1,0,1,0,0,0,10,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,11,0,2,2,1,0,2,4,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Oregon,0,2,3,1,1,6,0,0,0,0,0,0,0,3,6,0,2,0,0,2,2,0,0,0,0,0,2,0,0,1,0,0,0,2,0,5,6,0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Kentucky,4,2,7,6,2,0,37,1,0,0,1,0,2,0,8,0,0,0,1,3,0,2,0,0,6,0,1,3,1,5,3,3,1,2,0,0,0,1,11,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
Pennsylvania,2,5,0,0,1,2,35,2,0,0,0,2,6,4,1,0,4,0,0,15,4,3,0,0,4,1,3,0,0,2,6,6,0,14,1,0,6,5,2,0,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Louisiana,7,1,4,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,2,12,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,3,0,0,0,0,0,2,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhode Island,0,0,1,0,0,2,0,0,0,0,0,2,0,1,9,0,0,0,6,4,1,6,0,0,12,0,0,1,1,3,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,7,4,2,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,4,0,4,0,0,0,46,2,0,0,4,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,2,0,0,6,0,0,2,0,1,1,1,4,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington,0,3,1,2,0,2,9,3,2,0,2,0,2,0,0,0,0,0,10,6,2,2,0,0,0,0,1,0,1,4,6,0,0,5,0,0,0,2,1,0,0,0,2,0,0,2,0,0,4,0,1,0,0,0,2,2,2,0,0,0,3,0,0,0,0,9,0,13,3,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,2,9,0,0,0,0,10,5,0,5,0,0,5,0,0,0,0,0,1,13,0,6,0,0,3,15,1,0,0,6,65,12,4,27,2,0,3,5,5,3,1,0,10,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,5,0,16,7,21,11,9,9,0,0,0,0,0,2,6,0,6,0,0,0,4,2,0,0,2,0,0,0,4,4,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
New Hampshire,2,0,1,7,0,0,5,4,0,0,0,2,0,0,0,0,0,0,0,5,1,2,0,0,0,0,1,2,1,0,4,0,0,2,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,0,0,0,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
